Year,Eggs,Chicks,Deaths
2024,7.013888888888889,4.569444444444445,0.2777777777777778
2025,5.571428571428571,3.630952380952381,0.2261904761904762
2026,6.4523809523809526,4.916666666666667,0.7380952380952381
